Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Junior Associate,Pantnagar Uttrakhand,,"Operations, Maintenance & Support Department",01-Mar-22,5,5,5,5,3,5,4,Working with tata group is very proud for me & I learn more there improve my skill here training & soft skill training etc,"Job security, as when training period complete you have to quit the job is depend on the requirements etc. But overall fine."
Computer Operator Data Entry Operator,Sagar,,,07-Nov-21,5,5,5,5,5,5,5,I like showroom behaviour and atmospheric,Nothing
Diploma Engineer Trainee,Pune,,Production  Department,08-Feb-20,5,4,5,4,4,4,3,People with pleasent mindset and maintains good working atmosphere and they encourage new ideas and guides us to be better in our work,Career growth
Cce,Pune,,Operations Support Department,07-Jan-19,4,4,4,3,2,4,2,All are good and supporting,The ZTP policy
Vendor Development Engineer,Tata Motors Car Plant,,,08-Oct-18,4,3,4,1,3,4,3,"The company is good for only learning & Knowledge enhancement, Skill Addition. You can make a descent career in the automotive industry.",Compensation & Development chances are very less for those who are on Contract Roles. Everything else was OK.
"Senior Manager, Quality Assurance",New Delhi,,,01-Aug-18,5,4,5,5,5,4,4,"I have been working in Tata Motors from fast 3 years. Nice working atmosphere. I joined as a Service Engineer than senior manager, then after I moved to Quality Assurance as senior manager..",Nice atmosphere working.
SHIFT RELIVER,New Delhi,,Fms Department,08-Jan-19,5,4,5,1,2,2,3,Good for fresher and struggling gor job students,Offrol ko onrol ni karte
Executive,JAMSHEDPUR,,"Operations, Maintenance & Support Department",08-Dec-18,5,4,4,3,3,2,1,"Timely Salary, Good housing colony for staff,","Bad work culture, Region Partiality, Poor and restricted Career Growth,"
Production Supervisor,Jamshedpur,,Engineering & Manufacturing Department,03-Aug-18,4,4,3,2,3,3,3,"Supporting team, regular training allocation for better work and safer working condition",Growth (promotion )is bit slow
Call Center Executive,Pune,,,04-Feb-20,3,5,4,2,2,4,1,Environment,Partiality
Field Services Officer (FSO),Bhopal,Full Time,Enterprise & B2B Sales Department,07-Aug-18,5,5,5,5,5,5,5,Working pressure that comes on you and handling it.... really it's awesome experience for any new comer,Executive of work at ground level take long time.
Iti Diesel Mechanic,Sanand,Full Time,,21-Mar,3,2,2,3,1,3,3,Good work environment,Good share abit
Sr. Team Member Accounts & Finance,Ahmedabad,,Accounting & Taxation Department,09-Jan-19,4,5,3,5,5,5,3,Work culture,Nothing to dislike
Quality Controller,Pune,,,01-Jan-19,5,5,5,5,2,5,5,Good,No any
Industrial Trainee,Pantnagar,,"Operations, Maintenance & Support Department",03-Aug-18,4,3,3,2,2,4,2,All over a good experience of a year except Low Salary package nd there is no job security.,Low salary package and No job future security.
Back Office Coordinator,,,,06-Mar-18,5,5,5,5,5,5,5,"the salary sgtructure is good,it gives an opportunity for executives to earn maximum number of incentives,work culture is good..team mates are good and work like a family.....there is a career in tata motors as it is a growing industry",Everything
Works Manager,Nashik,,SCM & Logistics Department,02-May-19,4,3,3,2,2,5,4,Nothing,Training given to everyone about sefty.
Business Development Manager,,,BD / Pre Sales Department,09-Mar-19,4,3,3,2,2,5,4,Nothing,
Operation Executive,Palwal,,SCM & Logistics Department,09-Jan-19,5,4,4,4,4,4,4,,
Prodution Supervisor,Delhi NCR,,Service Delivery Department,05-Jan-19,5,4,4,4,4,4,4,,
Store Assistant,Pune,,SCM & Logistics Department,05-Nov-19,4,3,3,4,4,4,3,There was very supportive supervisor as a team member always helping natured.,Tata motors we hang out well
Technical Helper,Sanand Ahmedabad,,Engine testing(operator) Department,01-Feb-21,5,5,5,5,5,5,5,Good working,Best
Senior Associate Operations,Pune,,Engineering Department,19-Jan,5,4,5,5,5,5,5,Duty timing,Because I working from the DTC and authorise my Tata Motors
Iti  Motor Mechanical Vehicl,Delhi,,Technician Department,03-Nov-18,5,2,5,3,3,3,4,Because I am working from Tata Motors in DTC project,"Tatamotors is a good company and tatamotors travel is nice & easy 
Salary is average 
I am in  apprentice so my salary is 7160 rupees +3500 company scheme 
Any person full month present no leve
So tatamotors is 3500 rupees extra paid 
No other details in writing"
Automobile Technician,Kanpur,,,05-May-18,5,5,4,5,5,5,5,"In tatamotors many people are work
but some people permanent any other 
People are  temporally 
Many people are work in contract system
Some year latter your contract is finish
Then you are go to home and company will not written joining .","Tbss is the best place for the begginer for fresher,working environment is good. For the fresher it's a very good platform,but you should leave the organization after one to two year...thought you can stay if you got higher level position"
Mig Welder,Sanand,,Production Department,05-Feb-18,5,5,4,5,5,5,5,"Hardly I don't like the salary pay scale of tbss it's very less only 9 k .and working pressure is very high,there is only can for night shift that is also after 12 pm ,there is no apparsial no bonus no and only 250 RS P.M PF deduction.",Spot repair
Senior Executive,Hyderabad,,,06-Jan-18,3,4,3,3,4,5,1,no,VERY GOOD
Spray Painter,Rajkot,,paint  Department,09-Apr-19,5,2,4,1,4,3,3,SO MANY AUDIT AND DATABASE,"It is interest also good,  i have confidence in Tata motors to built my career."
Administration Executive,RAJASTHAN,,,06-Feb-19,5,5,4,1,2,1,3,I don't dislike. My Health issues are affected in job so i resign. But i am willing to work Tata motors,
Accounts Assistant  Cashier,Trivandrum,,Accounting & Taxation Department,05-Oct-18,4,5,5,4,4,4,5,,
Operations Engineer / Production Engineer,Jamshedpur,Full Time,Frame shop Department,04-Mar-19,4,4,4,3,4,4,4,I am very happy,The work pressure is very high
Associate,Andheri,Full Time,Business Intelligence & Analytics Department,04-Feb-19,2,2,1,2,1,1,5,Good work life balance and benefits of subsidized accommodation etc.,"Growth opportunities are less for diloma holders, transfer within the company is difficult."
Executive,Jamshedpur,,"Operations, Maintenance & Support Department",07-Jul-18,4,5,5,4,3,4,5,Environment,Growth
Senior Executive,Pune,,Non Voice Department,02-Feb-19,5,5,5,5,3,5,4,Yes,I am agree this work. Working time 8 to 10 hours.
Worker,Lucknow,,"Operations, Maintenance & Support Department",01-Feb-21,5,5,5,5,5,5,5,Waiting to this job.,It gives you chance to become extraordinary.
Foreman,Lucknow,,"Operations, Maintenance & Support Department",02-Apr-19,5,5,5,5,5,5,5,Nothing worth mentioning,"Facilities, infrastructure, design."
Head - Africa,Mumbai,,Enterprise & B2B Sales Department,06-Nov-18,5,4,4,5,5,5,4,"No stipend, no care whether u learning r not not sure about every dept. But cab and cowl is of no use.","Having challenging work as a maintenance Executive , good learning on daily basis, good facility & working 
environment."
Trainee,Begusarai,,,06-Jul-18,4,2,4,4,4,4,3,According to work deployment salary growth is less.,Career Growth
Maintenance Executive,Jamshedpur,,"Operations, Maintenance & Support Department",05-Oct-18,4,3,4,3,3,3,5,Salary,
Operation And Maintenance Engineer,Sanand,,"Operations, Maintenance & Support Department",04-Apr-18,5,5,5,5,5,5,,,
RBC,Jaipur,Full Time,Sales Department,18-Dec,4,4,4,4,3,5,4,Super class company,Superb
2 Year CNC Machining Programme In Tata Motors Under Neem Training,Jamshedpur,Intern,RD Tata technical institute Department,03-Dec-19,4,4,4,4,3,5,4,Always good experience under tranning,Job security
Trainee,,Full Time,,05-Oct-19,5,5,5,5,5,5,5,Work - life balance,No
Associate/senior Associate -(nontechnical),Jaipur,Full Time,,01-Feb-19,3,5,5,5,5,5,5,"Proper training and complete understanding, better team work and environment friendly activities. No burden or pressure of work. Cool and friendly behaviors of senior leads happy work experience. Feels to have a chance to work with such a name",Everything goes through proper process. So does not have any matter of dislike
Diploma Apprentice Trainee,Pantnagar Uttrakhand,,Quality Department,01-Dec-18,5,4,4,1,4,4,3,Tata motors is beat company and best filling to the work,Hi
Team Leader,Mumbai,,Enterprise & B2B Sales Department,07-Dec-18,4,5,5,5,5,5,3,"Work culture and knowledge center is excellent, one can get a gtare lift in career  if gets opputrunity to enter in TATA  MOTORS","its location is somewhere outside area, travelling hours are more"
Intern,Pune,,Engineering & Manufacturing Department,01-Dec-18,5,5,5,4,3,4,3,Best.  But cant be a employee carrier,Bad culture in Tata motors
Production Engineer,Jamshedpur,,"Operations, Maintenance & Support Department",19-Jan,3,5,5,5,4,5,4,"Culture of Tata motors is very good, helpful nature. Broad scope to learn new things.",Compensation is good but no job security.
"Supervisor , Store Executive",Pimpri-Chinchwad,,Scm Department,07-Aug-18,5,3,3,3,3,3,3,"I was with TML for 6 years and I can only say I had a fabulous time.There was complete freedom of working,openness in the environment,trust between seniors and team members.","None other things,"
Team Leader,Kanpur,,Digital Marketing Department,02-Aug-18,4,4,5,4,3,5,3,,
Senior Business Development Executive,Hubli-Dharwad,Full Time,,19-Feb,5,4,5,5,4,5,5,Good network management,nothing
Diploma Trainee,Chinchwad,Full Time,QA Department,02-Oct-18,4,3,4,4,3,4,3,The company offers a pretty comfortable work environment... I feel proud to be a part of Aluminium Qa team.,There is no on job training for freshers
Single Window Operator,Jamshedpur,,Finance Department,08-Jan-18,4,3,4,3,4,4,3,"The Company is itself a very important partof Indian History. Tata Motors was the first to develop a Tank for the Indian Army. Tata Motors, Jamshedpur in itself is the mother plant in all of India and working over there teaches one how to tackle difficult situations and forsee oppurtunities in devoloping onself.",The work pressure is too high. A regular shift is not provided. Every week another shift and the body does not responds fully to the changes every week. There is no proper training centres and thus one has to depend on their seniors which is kind of serving as servants for them. The ideas and the efforts go unnoticed.
Vendor Development Engineer,Pune,,Procurement & Purchase Department,06-Apr-22,5,5,5,5,5,5,5,One of the best company in automobile sector,Nothing
Voice Process,Chennai,,Voice Department,01-Jan-19,5,5,5,5,5,5,5,Good salary,No
Senior Assosiate,,,Stores & Material Management Department,03-Sep-19,4,4,4,4,4,4,4,Best company,Team mates are fine. Need improvements on sr behevers
Deputy General Manager Production Press Shop Die Shop And BIW,Jamshedpur,,"Operations, Maintenance & Support Department",18-Oct,3,2,2,3,4,2,2,Behaviours of seniors are not balance  with all,Support to employee
Assistant Engineer,Pune,,Engineering & Manufacturing Department,09-May-20,5,5,5,5,5,5,5,Nothing,No any text write
Temporary Operator,,,"Operations, Maintenance & Support Department",04-Mar-20,5,4,4,5,4,5,4,Sorry no text any word,
Assembly Engineer,Lucknow,,IT Network Department,19-Nov,3,4,4,5,4,5,4,,
Diploma Mechanical Engineer,Pune,Full Time,QA Department,08-May-19,5,5,4,3,4,5,3,TATA motors all employ.,1 year after people deleted the cheats.
Quality Inspector,Pune,,Production & Manufacturing Department,04-Jun-19,5,5,4,3,4,5,3,Over all it is good.,Saturday also working
Employee,Uttarakhand,,Maintenance Department,05-Jan-19,4,5,5,5,5,5,5,"Always good company and good management, good enrollment,","No dislike worked, always good"
Dgm Sqa,Hubballi-Dharwad,,Production & Manufacturing Department,01-Feb-19,5,5,5,5,5,5,5,"Good working environment, Team work, various Training imporve knowledge & skills",No career growth for fresher's.
Mechanical Technician,"DHARWAD, Karnataka",,"Operations, Maintenance & Support Department",07-Jun-20,5,4,4,4,4,4,4,Yes good experience,nothing
Quality Engineer,Pune,,Production & Manufacturing Department,06-Mar-19,5,5,5,5,5,5,4,Work- life balance is good,No learning and career growth. Bad company culture
Junior Officer,Pune,,Pharmaceutical & Biotechnology Department,04-Dec-18,5,4,5,5,4,5,4,Goal,"Good team, best company."
Manager,Jamshedpur,,,05-Sep-18,3,5,5,4,4,5,5,Job is secure for only 2-4 years.,
Quality,,,,01-Jan-20,5,5,5,5,5,5,5,,
Diploma Electrical Engineer,Sanand,,Maintenance Department,09-Oct-18,5,3,1,2,2,1,1,,
Sales Executive,Rudrapur,,Enterprise & B2B Sales Department,08-Jun-18,4,3,3,4,3,3,2,It was a good experience working in tata motors the teammates was very supportive and each day it was a new experience for me..,As it is a sales line so their was lot of politics..
Electrician,Jaipur,,opretar Department,04-Aug-18,4,5,5,5,5,5,5,"iti ,+b.a complete, computar course- RS-CIT ,  experience - 1. Ericsson Indian lTD.
                                   (jabil) jaipur,            
                               2. sainielectrical from            ACC lakheri  company, 8 month exp.      
                    3. genus Indian pvt.ltd.(solar)      company jaipur 6 month exp.",English &hindi
Quality Inspector,Rudrapur,,,09-Oct-18,5,4,4,5,4,5,4,The company is open to innovation and ready adopt latest technology. I love the fact that I am a part of a team that markets reliable high quality products and has a global clients base.,The work pressure is very high and manager do not given any credit work to me.
Officer In Manufacturing,Hyderabad,,Logistics Department,19-Jun,1,1,2,1,2,2,1,Nothing,Everything
Iti Diesel Mechanic,Sanand,,,01-May-19,4,4,5,4,5,5,5,Yes,No
Cnc Milling Opretar Mould Making Technician Machinists,Mahnar,,Cam Department,09-May-19,3,4,5,4,5,5,5,Line Maintenance,Assambly
Arabinda Mahato,Purulia,,"Operations, Maintenance & Support Department",08-Mar-19,3,4,4,4,5,4,5,WORKING CULTURE IS  VERY GOOD AND TEAMWORK IS EXCELLENT,average shop floor cleanliness
Senior Associate,Pune,,,07-Dec-18,4,3,4,3,3,3,3,Nice,Supervisor have taken money for repair vehicle
Service Advisor,Kanpur,,,05-Nov-19,5,4,4,3,3,4,3,Tata motors are one family,
